school_id,school,address,city,state,zip,level,year,short_year,latitude,longitude,black,hispanic,white,other
80606,J. P. RYON ELEMENTARY SCHOOL,12140 Vivian Adams Drive,Waldorf,MD,20601,E,2005-2006,05-06,38.6222194,-76.8892106,377,20,196,24
80106,LA PLATA SCHOOL,6035 Radio Station Road,La Plata,MD,20646,H,2005-2006,05-06,38.5462317,-76.9502506,387,19,1173,36
80902,MALCOLM ELEMENTARY SCHOOL,14760 Poplar Hill Road,Waldorf,MD,20601,E,2005-2006,05-06,38.6167858,-76.7974684,181,16,353,15
80109,MARY MATULA ELEMENTARY SCHOOL,6025 Radio Station Road,La Plata,MD,20646,E,2005-2006,05-06,38.5483416,-76.9560313,235,33,367,24
80621,MATTAWOMAN MIDDLE SCHOOL,10145 Berry Road,Waldorf,MD,20603,M,2005-2006,05-06,38.64663,-76.96077,534,32,145,39
80701,MATTHEW HENSON MIDDLE SCHOOL,3535 Livingston Road,Indian Head,MD,20640,M,2005-2006,05-06,38.6140072,-77.0769214,415,16,352,42
80108,MAURICE J. MCDONOUGH HIGH SCHOOL,7165 Marshall Corner Road,Pomfret,MD,20675,H,2005-2006,05-06,38.5557,-77.035146,562,47,663,47
80104,MILTON M. SOMERS MIDDLE SCHOOL,300 Willow Lane,La Plata,MD,20646,M,2005-2006,05-06,38.523887,-76.972715,436,40,695,51
80302,MT HOPE/NANJEMOY ELEMENTARY SCHOOL,9275 Ironsides Road,Nanjemoy,MD,20662,E,2005-2006,05-06,38.4581783,-77.1805341,127,3,170,1
80623,NORTH POINT HIGH SCHOOL,2500 Davis Road,Waldorf,MD,20603,H,2005-2006,05-06,38.641421,-76.977075,508,28,432,66
80503,PICCOWAXEN MIDDLE SCHOOL,12834 Rock Point Road,Newburg,MD,20664,M,2005-2006,05-06,38.3617928,-76.9413607,73,6,411,4
80708,ROBERT D. STETHEM EDUCATIONAL CENTER,7775 Marshall Corner Road,Pomfret,MD,20675,O,2005-2006,05-06,38.5703181,-77.0291001,34,0,13,1
80801,T. C. MARTIN ELEMENTARY SCHOOL,6315 Olivers Shop Road,Bryantown,MD,20617,E,2005-2006,05-06,38.5393903,-76.842783,113,11,498,12
80605,THOMAS STONE HIGH SCHOOL,3785 Leonardtown Road,Waldorf,MD,20601,H,2005-2006,05-06,38.6148411,-76.8869156,894,67,1037,82
80105,WALTER J. MITCHELL ELEMENTARY,400 Willow Lane,La Plata,MD,20646,E,2005-2006,05-06,38.5194643,-76.9694544,104,8,480,21
80619,WESTLAKE HIGH SCHOOL,3300 Middletown Road,Waldorf,MD,20603,H,2005-2006,05-06,38.6237294,-76.9669182,1040,51,639,96
80618,WILLIAM B. WADE ELEMENTARY SCHOOL,2300 Smallwood Drive West,Waldorf,MD,20603,E,2005-2006,05-06,38.6179674,-76.9467827,345,38,377,55
80612,ARTHUR MIDDLETON ELEMENTARY SCHOOL,1109 Copley Avenue,Waldorf,MD,20602,E,2006-2007,06-07,38.6025938,-76.921812,238,27,147,19
80613,BENJAMIN STODDERT MIDDLE SCHOOL,2040 St. Thomas Drive,Waldorf,MD,20602,M,2006-2007,06-07,38.6015661,-76.8975434,509,59,179,27
80622,BERRY ELEMENTARY SCHOOL,10155 Berry Road,Waldorf,MD,20603,E,2006-2007,06-07,38.647895,-76.9595649,433,39,171,58
80620,C. PAUL BARNHART ELEMENTARY SCHOOL,4800 Lancaster Circle,Waldorf,MD,20603,E,2006-2007,06-07,38.6244091,-76.9372322,388,43,119,34
80617,DANIEL OF ST. THOMAS JENIFER ELEMENTARY SCHOOL,2820 Jenifer School Lane,Waldorf,MD,20603,E,2006-2007,06-07,38.633889,-76.9276741,376,25,144,48
80611,DR. GUSTAVUS BROWN ELEMENTARY,421 University Drive,Waldorf,MD,20602,E,2006-2007,06-07,38.5947414,-76.9194692,293,31,144,20
80609,DR. JAMES CRAIK ELEMENTARY SCHOOL,7725 Marshall Corner Road,Pomfret,MD,20675,E,2006-2007,06-07,38.5690967,-77.0302076,105,12,338,15
80604,DR. SAMUEL A. MUDD ELEMENTARY SCHOOL,820 Stone Avenue,Waldorf,MD,20602,E,2006-2007,06-07,38.6081746,-76.9102497,268,15,97,9
80501,DR. THOMAS L. HIGDON ELEMENTARY,12872 Rock Point Road,Newburg,MD,20664,E,2006-2007,06-07,38.3595146,-76.9405281,88,6,381,5
80616,EVA TURNER ELEMENTARY SCHOOL,1000 Bannister Circle,Waldorf,MD,20602,E,2006-2007,06-07,38.5951194,-76.9035827,379,25,76,20
81001,GALE-BAILEY ELEMENTARY SCHOOL,4740 Pisgah-Marbury Road,Marbury,MD,20658,E,2006-2007,06-07,38.5609531,-77.1505342,187,4,264,14
80705,GENERAL SMALLWOOD MIDDLE SCHOOL,4990 Indian Head Highway,Indian Head,MD,20640,M,2006-2007,06-07,38.6028131,-77.1341113,373,8,247,11
81002,HENRY E. LACKEY HIGH SCHOOL,3000 Chicamuxen Road,Indian Head,MD,20640,H,2006-2007,06-07,38.5794444,-77.1276389,826,30,636,48
80710,INDIAN HEAD ELEMENTARY SCHOOL,4200 Indian Head Highway,Indian Head,MD,20640,E,2006-2007,06-07,38.6005716,-77.1663546,224,13,156,17
80703,J. C. PARKS ELEMENTARY SCHOOL,3505 Livingston Road,Indian Head,MD,20640,E,2006-2007,06-07,38.6148405,-77.074977,401,22,185,12
80608,JOHN HANSON MIDDLE SCHOOL,3165 John Hanson Drive,Waldorf,MD,20601,M,2006-2007,06-07,38.6242651,-76.8882182,460,25,422,29
80606,J. P. RYON ELEMENTARY SCHOOL,12140 Vivian Adams Drive,Waldorf,MD,20601,E,2006-2007,06-07,38.6222194,-76.8892106,407,25,170,25
80106,LA PLATA SCHOOL,6035 Radio Station Road,La Plata,MD,20646,H,2006-2007,06-07,38.5462317,-76.9502506,356,24,1161,37
80902,MALCOLM ELEMENTARY SCHOOL,14760 Poplar Hill Road,Waldorf,MD,20601,E,2006-2007,06-07,38.6167858,-76.7974684,193,15,353,16
80109,MARY MATULA ELEMENTARY SCHOOL,6025 Radio Station Road,La Plata,MD,20646,E,2006-2007,06-07,38.5483416,-76.9560313,256,37,348,23
80621,MATTAWOMAN MIDDLE SCHOOL,10145 Berry Road,Waldorf,MD,20603,M,2006-2007,06-07,38.64663,-76.96077,689,36,166,55
80701,MATTHEW HENSON MIDDLE SCHOOL,3535 Livingston Road,Indian Head,MD,20640,M,2006-2007,06-07,38.6140072,-77.0769214,494,21,355,40
80108,MAURICE J. MCDONOUGH HIGH SCHOOL,7165 Marshall Corner Road,Pomfret,MD,20675,H,2006-2007,06-07,38.5557,-77.035146,611,50,628,37
80104,MILTON M. SOMERS MIDDLE SCHOOL,300 Willow Lane,La Plata,MD,20646,M,2006-2007,06-07,38.523887,-76.972715,458,42,677,48
80302,MT HOPE/NANJEMOY ELEMENTARY SCHOOL,9275 Ironsides Road,Nanjemoy,MD,20662,E,2006-2007,06-07,38.4581783,-77.1805341,144,2,172,1
80623,NORTH POINT HIGH SCHOOL,2500 Davis Road,Waldorf,MD,20603,H,2006-2007,06-07,38.641421,-76.977075,685,34,547,87
80503,PICCOWAXEN MIDDLE SCHOOL,12834 Rock Point Road,Newburg,MD,20664,M,2006-2007,06-07,38.3617928,-76.9413607,77,10,406,4
80708,ROBERT D. STETHEM EDUCATIONAL CENTER,7775 Marshall Corner Road,Pomfret,MD,20675,O,2006-2007,06-07,38.5703181,-77.0291001,36,1,11,1
80801,T. C. MARTIN ELEMENTARY SCHOOL,6315 Olivers Shop Road,Bryantown,MD,20617,E,2006-2007,06-07,38.5393903,-76.842783,117,13,480,11
80605,THOMAS STONE HIGH SCHOOL,3785 Leonardtown Road,Waldorf,MD,20601,H,2006-2007,06-07,38.6148411,-76.8869156,891,54,882,72
80105,WALTER J. MITCHELL ELEMENTARY,400 Willow Lane,La Plata,MD,20646,E,2006-2007,06-07,38.5194643,-76.9694544,115,10,459,27
80619,WESTLAKE HIGH SCHOOL,3300 Middletown Road,Waldorf,MD,20603,H,2006-2007,06-07,38.6237294,-76.9669182,1120,60,465,94
80624,WILLIAM A. DIGGS ELEMENTARY,2615 Davis Road,Waldorf,MD,20603,E,2006-2007,06-07,38.6356456,-76.9808578,473,27,318,49
80618,WILLIAM B. WADE ELEMENTARY SCHOOL,2300 Smallwood Drive West,Waldorf,MD,20603,E,2006-2007,06-07,38.6179674,-76.9467827,383,42,318,48
80612,ARTHUR MIDDLETON ELEMENTARY SCHOOL,1109 Copley Avenue,Waldorf,MD,20602,E,2007-2008,07-08,38.6025938,-76.921812,255,22,147,15
80613,BENJAMIN STODDERT MIDDLE SCHOOL,2040 St. Thomas Drive,Waldorf,MD,20602,M,2007-2008,07-08,38.6015661,-76.8975434,537,48,145,38
80622,BERRY ELEMENTARY SCHOOL,10155 Berry Road,Waldorf,MD,20603,E,2007-2008,07-08,38.647895,-76.9595649,492,43,158,55
80620,C. PAUL BARNHART ELEMENTARY SCHOOL,4800 Lancaster Circle,Waldorf,MD,20603,E,2007-2008,07-08,38.6244091,-76.9372322,386,40,91,35
80617,DANIEL OF ST. THOMAS JENIFER ELEMENTARY SCHOOL,2820 Jenifer School Lane,Waldorf,MD,20603,E,2007-2008,07-08,38.633889,-76.9276741,382,22,144,59
80611,DR. GUSTAVUS BROWN ELEMENTARY,421 University Drive,Waldorf,MD,20602,E,2007-2008,07-08,38.5947414,-76.9194692,277,33,108,16
80609,DR. JAMES CRAIK ELEMENTARY SCHOOL,7725 Marshall Corner Road,Pomfret,MD,20675,E,2007-2008,07-08,38.5690967,-77.0302076,117,12,335,22
80604,DR. SAMUEL A. MUDD ELEMENTARY SCHOOL,820 Stone Avenue,Waldorf,MD,20602,E,2007-2008,07-08,38.6081746,-76.9102497,285,15,89,9
80501,DR. THOMAS L. HIGDON ELEMENTARY,12872 Rock Point Road,Newburg,MD,20664,E,2007-2008,07-08,38.3595146,-76.9405281,90,6,363,5
80616,EVA TURNER ELEMENTARY SCHOOL,1000 Bannister Circle,Waldorf,MD,20602,E,2007-2008,07-08,38.5951194,-76.9035827,411,35,72,31
81001,GALE-BAILEY ELEMENTARY SCHOOL,4740 Pisgah-Marbury Road,Marbury,MD,20658,E,2007-2008,07-08,38.5609531,-77.1505342,198,3,244,16
80705,GENERAL SMALLWOOD MIDDLE SCHOOL,4990 Indian Head Highway,Indian Head,MD,20640,M,2007-2008,07-08,38.6028131,-77.1341113,251,6,235,8
81002,HENRY E. LACKEY HIGH SCHOOL,3000 Chicamuxen Road,Indian Head,MD,20640,H,2007-2008,07-08,38.5794444,-77.1276389,876,25,568,52
80710,INDIAN HEAD ELEMENTARY SCHOOL,4200 Indian Head Highway,Indian Head,MD,20640,E,2007-2008,07-08,38.6005716,-77.1663546,235,7,128,21
80703,J. C. PARKS ELEMENTARY SCHOOL,3505 Livingston Road,Indian Head,MD,20640,E,2007-2008,07-08,38.6148405,-77.074977,385,20,182,17
80608,JOHN HANSON MIDDLE SCHOOL,3165 John Hanson Drive,Waldorf,MD,20601,M,2007-2008,07-08,38.6242651,-76.8882182,490,28,363,24
80606,J. P. RYON ELEMENTARY SCHOOL,12140 Vivian Adams Drive,Waldorf,MD,20601,E,2007-2008,07-08,38.6222194,-76.8892106,424,25,155,25
80106,LA PLATA SCHOOL,6035 Radio Station Road,La Plata,MD,20646,H,2007-2008,07-08,38.5462317,-76.9502506,311,28,1136,39
80902,MALCOLM ELEMENTARY SCHOOL,14760 Poplar Hill Road,Waldorf,MD,20601,E,2007-2008,07-08,38.6167858,-76.7974684,183,18,324,17
80109,MARY MATULA ELEMENTARY SCHOOL,6025 Radio Station Road,La Plata,MD,20646,E,2007-2008,07-08,38.5483416,-76.9560313,249,37,326,25
80621,MATTAWOMAN MIDDLE SCHOOL,10145 Berry Road,Waldorf,MD,20603,M,2007-2008,07-08,38.64663,-76.96077,719,41,170,57
80701,MATTHEW HENSON MIDDLE SCHOOL,3535 Livingston Road,Indian Head,MD,20640,M,2007-2008,07-08,38.6140072,-77.0769214,383,14,194,17
80108,MAURICE J. MCDONOUGH HIGH SCHOOL,7165 Marshall Corner Road,Pomfret,MD,20675,H,2007-2008,07-08,38.5557,-77.035146,665,54,554,31
80104,MILTON M. SOMERS MIDDLE SCHOOL,300 Willow Lane,La Plata,MD,20646,M,2007-2008,07-08,38.523887,-76.972715,250,16,567,30
80302,MT HOPE/NANJEMOY ELEMENTARY SCHOOL,9275 Ironsides Road,Nanjemoy,MD,20662,E,2007-2008,07-08,38.4581783,-77.1805341,144,3,169,2
80623,NORTH POINT HIGH SCHOOL,2500 Davis Road,Waldorf,MD,20603,H,2007-2008,07-08,38.641421,-76.977075,851,47,644,98
80503,PICCOWAXEN MIDDLE SCHOOL,12834 Rock Point Road,Newburg,MD,20664,M,2007-2008,07-08,38.3617928,-76.9413607,65,13,378,4
80708,ROBERT D. STETHEM EDUCATIONAL CENTER,7775 Marshall Corner Road,Pomfret,MD,20675,O,2007-2008,07-08,38.5703181,-77.0291001,41,2,16,2
80801,T. C. MARTIN ELEMENTARY SCHOOL,6315 Olivers Shop Road,Bryantown,MD,20617,E,2007-2008,07-08,38.5393903,-76.842783,126,15,452,15
80625,THEODORE G. DAVIS MIDDLE SCHOOL,2495 Davis Road,Waldorf,MD,20603,M,2007-2008,07-08,38.6439719,-76.9788876,643,46,349,50
80605,THOMAS STONE HIGH SCHOOL,3785 Leonardtown Road,Waldorf,MD,20601,H,2007-2008,07-08,38.6148411,-76.8869156,841,42,708,60
80105,WALTER J. MITCHELL ELEMENTARY,400 Willow Lane,La Plata,MD,20646,E,2007-2008,07-08,38.5194643,-76.9694544,102,13,445,29
80619,WESTLAKE HIGH SCHOOL,3300 Middletown Road,Waldorf,MD,20603,H,2007-2008,07-08,38.6237294,-76.9669182,1134,58,343,72
80624,WILLIAM A. DIGGS ELEMENTARY,2615 Davis Road,Waldorf,MD,20603,E,2007-2008,07-08,38.6356456,-76.9808578,576,37,306,54
80618,WILLIAM B. WADE ELEMENTARY SCHOOL,2300 Smallwood Drive West,Waldorf,MD,20603,E,2007-2008,07-08,38.6179674,-76.9467827,380,50,297,43
80612,ARTHUR MIDDLETON ELEMENTARY SCHOOL,1109 Copley Avenue,Waldorf,MD,20602,E,2008-2009,08-09,38.6025938,-76.921812,255,33,137,16
80613,BENJAMIN STODDERT MIDDLE SCHOOL,2040 St. Thomas Drive,Waldorf,MD,20602,M,2008-2009,08-09,38.6015661,-76.8975434,513,46,132,33
80622,BERRY ELEMENTARY SCHOOL,10155 Berry Road,Waldorf,MD,20603,E,2008-2009,08-09,38.647895,-76.9595649,557,40,143,55
80620,C. PAUL BARNHART ELEMENTARY SCHOOL,4800 Lancaster Circle,Waldorf,MD,20603,E,2008-2009,08-09,38.6244091,-76.9372322,412,51,70,33
80617,DANIEL OF ST. THOMAS JENIFER ELEMENTARY SCHOOL,2820 Jenifer School Lane,Waldorf,MD,20603,E,2008-2009,08-09,38.633889,-76.9276741,392,20,119,60
80611,DR. GUSTAVUS BROWN ELEMENTARY,421 University Drive,Waldorf,MD,20602,E,2008-2009,08-09,38.5947414,-76.9194692,299,27,102,15
80609,DR. JAMES CRAIK ELEMENTARY SCHOOL,7725 Marshall Corner Road,Pomfret,MD,20675,E,2008-2009,08-09,38.5690967,-77.0302076,114,15,343,23
80604,DR. SAMUEL A. MUDD ELEMENTARY SCHOOL,820 Stone Avenue,Waldorf,MD,20602,E,2008-2009,08-09,38.6081746,-76.9102497,281,22,87,7
80501,DR. THOMAS L. HIGDON ELEMENTARY,12872 Rock Point Road,Newburg,MD,20664,E,2008-2009,08-09,38.3595146,-76.9405281,76,5,340,4
80616,EVA TURNER ELEMENTARY SCHOOL,1000 Bannister Circle,Waldorf,MD,20602,E,2008-2009,08-09,38.5951194,-76.9035827,270,20,56,11
81001,GALE-BAILEY ELEMENTARY SCHOOL,4740 Pisgah-Marbury Road,Marbury,MD,20658,E,2008-2009,08-09,38.5609531,-77.1505342,187,5,240,14
80705,GENERAL SMALLWOOD MIDDLE SCHOOL,4990 Indian Head Highway,Indian Head,MD,20640,M,2008-2009,08-09,38.6028131,-77.1341113,247,13,245,8
81002,HENRY E. LACKEY HIGH SCHOOL,3000 Chicamuxen Road,Indian Head,MD,20640,H,2008-2009,08-09,38.5794444,-77.1276389,863,18,475,43
80710,INDIAN HEAD ELEMENTARY SCHOOL,4200 Indian Head Highway,Indian Head,MD,20640,E,2008-2009,08-09,38.6005716,-77.1663546,252,2,119,19
80703,J. C. PARKS ELEMENTARY SCHOOL,3505 Livingston Road,Indian Head,MD,20640,E,2008-2009,08-09,38.6148405,-77.074977,392,17,176,19
80608,JOHN HANSON MIDDLE SCHOOL,3165 John Hanson Drive,Waldorf,MD,20601,M,2008-2009,08-09,38.6242651,-76.8882182,464,28,324,25
80606,J. P. RYON ELEMENTARY SCHOOL,12140 Vivian Adams Drive,Waldorf,MD,20601,E,2008-2009,08-09,38.6222194,-76.8892106,312,24,112,19
80106,LA PLATA SCHOOL,6035 Radio Station Road,La Plata,MD,20646,H,2008-2009,08-09,38.5462317,-76.9502506,280,26,1062,40
80902,MALCOLM ELEMENTARY SCHOOL,14760 Poplar Hill Road,Waldorf,MD,20601,E,2008-2009,08-09,38.6167858,-76.7974684,171,15,299,18
80626,MARY B. NEAL ELEMENTARY SCHOOL,12105 St. Georges Drive,Waldorf,MD,20602,E,2008-2009,08-09,38.584929,-76.9031422,428,36,121,38
80109,MARY MATULA ELEMENTARY SCHOOL,6025 Radio Station Road,La Plata,MD,20646,E,2008-2009,08-09,38.5483416,-76.9560313,172,19,228,31
80621,MATTAWOMAN MIDDLE SCHOOL,10145 Berry Road,Waldorf,MD,20603,M,2008-2009,08-09,38.64663,-76.96077,757,39,155,69
80701,MATTHEW HENSON MIDDLE SCHOOL,3535 Livingston Road,Indian Head,MD,20640,M,2008-2009,08-09,38.6140072,-77.0769214,378,19,196,15
80108,MAURICE J. MCDONOUGH HIGH SCHOOL,7165 Marshall Corner Road,Pomfret,MD,20675,H,2008-2009,08-09,38.5557,-77.035146,683,56,514,31
80104,MILTON M. SOMERS MIDDLE SCHOOL,300 Willow Lane,La Plata,MD,20646,M,2008-2009,08-09,38.523887,-76.972715,250,18,574,32
80302,MT HOPE/NANJEMOY ELEMENTARY SCHOOL,9275 Ironsides Road,Nanjemoy,MD,20662,E,2008-2009,08-09,38.4581783,-77.1805341,132,3,177,1
80623,NORTH POINT HIGH SCHOOL,2500 Davis Road,Waldorf,MD,20603,H,2008-2009,08-09,38.641421,-76.977075,1128,55,837,141
80503,PICCOWAXEN MIDDLE SCHOOL,12834 Rock Point Road,Newburg,MD,20664,M,2008-2009,08-09,38.3617928,-76.9413607,63,11,414,8
80708,ROBERT D. STETHEM EDUCATIONAL CENTER,7775 Marshall Corner Road,Pomfret,MD,20675,O,2008-2009,08-09,38.5703181,-77.0291001,39,6,26,2
