school_id,school,address,city,state,zip,level,year,short_year,latitude,longitude,black,hispanic,white,other
80801,T. C. MARTIN ELEMENTARY SCHOOL,6315 Olivers Shop Road,Bryantown,MD,20617,E,2008-2009,08-09,38.5393903,-76.842783,114,13,408,17
80625,THEODORE G. DAVIS MIDDLE SCHOOL,2495 Davis Road,Waldorf,MD,20603,M,2008-2009,08-09,38.6439719,-76.9788876,704,47,309,52
80605,THOMAS STONE HIGH SCHOOL,3785 Leonardtown Road,Waldorf,MD,20601,H,2008-2009,08-09,38.6148411,-76.8869156,843,46,631,41
80105,WALTER J. MITCHELL ELEMENTARY,400 Willow Lane,La Plata,MD,20646,E,2008-2009,08-09,38.5194643,-76.9694544,94,18,455,22
80619,WESTLAKE HIGH SCHOOL,3300 Middletown Road,Waldorf,MD,20603,H,2008-2009,08-09,38.6237294,-76.9669182,1132,52,219,59
80624,WILLIAM A. DIGGS ELEMENTARY,2615 Davis Road,Waldorf,MD,20603,E,2008-2009,08-09,38.6356456,-76.9808578,570,37,295,56
80618,WILLIAM B. WADE ELEMENTARY SCHOOL,2300 Smallwood Drive West,Waldorf,MD,20603,E,2008-2009,08-09,38.6179674,-76.9467827,412,55,282,35
80612,ARTHUR MIDDLETON ELEMENTARY SCHOOL,1109 Copley Avenue,Waldorf,MD,20602,E,2009-2010,09-10,38.6025938,-76.921812,256,22,124,21
80613,BENJAMIN STODDERT MIDDLE SCHOOL,2040 St. Thomas Drive,Waldorf,MD,20602,M,2009-2010,09-10,38.6015661,-76.8975434,548,42,156,34
80622,BERRY ELEMENTARY SCHOOL,10155 Berry Road,Waldorf,MD,20603,E,2009-2010,09-10,38.647895,-76.9595649,559,31,132,56
80620,C. PAUL BARNHART ELEMENTARY SCHOOL,4800 Lancaster Circle,Waldorf,MD,20603,E,2009-2010,09-10,38.6244091,-76.9372322,410,54,60,29
80617,DANIEL OF ST. THOMAS JENIFER ELEMENTARY SCHOOL,2820 Jenifer School Lane,Waldorf,MD,20603,E,2009-2010,09-10,38.633889,-76.9276741,420,28,104,61
80611,DR. GUSTAVUS BROWN ELEMENTARY,421 University Drive,Waldorf,MD,20602,E,2009-2010,09-10,38.5947414,-76.9194692,310,23,83,15
80609,DR. JAMES CRAIK ELEMENTARY SCHOOL,7725 Marshall Corner Road,Pomfret,MD,20675,E,2009-2010,09-10,38.5690967,-77.0302076,128,10,366,24
80604,DR. SAMUEL A. MUDD ELEMENTARY SCHOOL,820 Stone Avenue,Waldorf,MD,20602,E,2009-2010,09-10,38.6081746,-76.9102497,258,32,79,9
80501,DR. THOMAS L. HIGDON ELEMENTARY,12872 Rock Point Road,Newburg,MD,20664,E,2009-2010,09-10,38.3595146,-76.9405281,81,4,315,5
80616,EVA TURNER ELEMENTARY SCHOOL,1000 Bannister Circle,Waldorf,MD,20602,E,2009-2010,09-10,38.5951194,-76.9035827,286,13,48,10
81001,GALE-BAILEY ELEMENTARY SCHOOL,4740 Pisgah-Marbury Road,Marbury,MD,20658,E,2009-2010,09-10,38.5609531,-77.1505342,177,3,226,19
80705,GENERAL SMALLWOOD MIDDLE SCHOOL,4990 Indian Head Highway,Indian Head,MD,20640,M,2009-2010,09-10,38.6028131,-77.1341113,250,9,257,10
81002,HENRY E. LACKEY HIGH SCHOOL,3000 Chicamuxen Road,Indian Head,MD,20640,H,2009-2010,09-10,38.5794444,-77.1276389,823,20,467,31
80710,INDIAN HEAD ELEMENTARY SCHOOL,4200 Indian Head Highway,Indian Head,MD,20640,E,2009-2010,09-10,38.6005716,-77.1663546,249,6,107,13
80703,J. C. PARKS ELEMENTARY SCHOOL,3505 Livingston Road,Indian Head,MD,20640,E,2009-2010,09-10,38.6148405,-77.074977,394,13,180,32
80608,JOHN HANSON MIDDLE SCHOOL,3165 John Hanson Drive,Waldorf,MD,20601,M,2009-2010,09-10,38.6242651,-76.8882182,444,32,328,24
80606,J. P. RYON ELEMENTARY SCHOOL,12140 Vivian Adams Drive,Waldorf,MD,20601,E,2009-2010,09-10,38.6222194,-76.8892106,338,22,111,20
80106,LA PLATA SCHOOL,6035 Radio Station Road,La Plata,MD,20646,H,2009-2010,09-10,38.5462317,-76.9502506,277,31,1032,48
80902,MALCOLM ELEMENTARY SCHOOL,14760 Poplar Hill Road,Waldorf,MD,20601,E,2009-2010,09-10,38.6167858,-76.7974684,176,13,288,21
80626,MARY B. NEAL ELEMENTARY SCHOOL,12105 St. Georges Drive,Waldorf,MD,20602,E,2009-2010,09-10,38.584929,-76.9031422,476,43,129,47
80109,MARY MATULA ELEMENTARY SCHOOL,6025 Radio Station Road,La Plata,MD,20646,E,2009-2010,09-10,38.5483416,-76.9560313,196,16,228,26
80621,MATTAWOMAN MIDDLE SCHOOL,10145 Berry Road,Waldorf,MD,20603,M,2009-2010,09-10,38.64663,-76.96077,730,44,156,72
80701,MATTHEW HENSON MIDDLE SCHOOL,3535 Livingston Road,Indian Head,MD,20640,M,2009-2010,09-10,38.6140072,-77.0769214,356,14,177,13
80108,MAURICE J. MCDONOUGH HIGH SCHOOL,7165 Marshall Corner Road,Pomfret,MD,20675,H,2009-2010,09-10,38.5557,-77.035146,705,55,489,45
80104,MILTON M. SOMERS MIDDLE SCHOOL,300 Willow Lane,La Plata,MD,20646,M,2009-2010,09-10,38.523887,-76.972715,236,21,550,32
80302,MT HOPE/NANJEMOY ELEMENTARY SCHOOL,9275 Ironsides Road,Nanjemoy,MD,20662,E,2009-2010,09-10,38.4581783,-77.1805341,123,3,179,3
80623,NORTH POINT HIGH SCHOOL,2500 Davis Road,Waldorf,MD,20603,H,2009-2010,09-10,38.641421,-76.977075,1205,66,778,155
80503,PICCOWAXEN MIDDLE SCHOOL,12834 Rock Point Road,Newburg,MD,20664,M,2009-2010,09-10,38.3617928,-76.9413607,65,10,419,8
80708,ROBERT D. STETHEM EDUCATIONAL CENTER,7775 Marshall Corner Road,Pomfret,MD,20675,O,2009-2010,09-10,38.5703181,-77.0291001,48,4,18,2
80801,T. C. MARTIN ELEMENTARY SCHOOL,6315 Olivers Shop Road,Bryantown,MD,20617,E,2009-2010,09-10,38.5393903,-76.842783,114,14,403,15
80625,THEODORE G. DAVIS MIDDLE SCHOOL,2495 Davis Road,Waldorf,MD,20603,M,2009-2010,09-10,38.6439719,-76.9788876,750,46,278,65
80605,THOMAS STONE HIGH SCHOOL,3785 Leonardtown Road,Waldorf,MD,20601,H,2009-2010,09-10,38.6148411,-76.8869156,839,46,549,33
80105,WALTER J. MITCHELL ELEMENTARY,400 Willow Lane,La Plata,MD,20646,E,2009-2010,09-10,38.5194643,-76.9694544,109,19,474,20
80619,WESTLAKE HIGH SCHOOL,3300 Middletown Road,Waldorf,MD,20603,H,2009-2010,09-10,38.6237294,-76.9669182,1200,62,188,60
80624,WILLIAM A. DIGGS ELEMENTARY,2615 Davis Road,Waldorf,MD,20603,E,2009-2010,09-10,38.6356456,-76.9808578,633,43,287,69
80618,WILLIAM B. WADE ELEMENTARY SCHOOL,2300 Smallwood Drive West,Waldorf,MD,20603,E,2009-2010,09-10,38.6179674,-76.9467827,425,61,262,36
80612,ARTHUR MIDDLETON ELEMENTARY SCHOOL,1109 Copley Avenue,Waldorf,MD,20602,E,2010-2011,10-11,38.6025938,-76.921812,271,25,106,47
80613,BENJAMIN STODDERT MIDDLE SCHOOL,2040 St. Thomas Drive,Waldorf,MD,20602,M,2010-2011,10-11,38.6015661,-76.8975434,496,54,143,54
80622,BERRY ELEMENTARY SCHOOL,10155 Berry Road,Waldorf,MD,20603,E,2010-2011,10-11,38.647895,-76.9595649,537,51,116,95
80620,C. PAUL BARNHART ELEMENTARY SCHOOL,4800 Lancaster Circle,Waldorf,MD,20603,E,2010-2011,10-11,38.6244091,-76.9372322,426,64,56,41
80617,DANIEL OF ST. THOMAS JENIFER ELEMENTARY SCHOOL,2820 Jenifer School Lane,Waldorf,MD,20603,E,2010-2011,10-11,38.633889,-76.9276741,375,38,95,87
80611,DR. GUSTAVUS BROWN ELEMENTARY,421 University Drive,Waldorf,MD,20602,E,2010-2011,10-11,38.5947414,-76.9194692,276,32,76,47
80609,DR. JAMES CRAIK ELEMENTARY SCHOOL,7725 Marshall Corner Road,Pomfret,MD,20675,E,2010-2011,10-11,38.5690967,-77.0302076,97,19,348,56
80604,DR. SAMUEL A. MUDD ELEMENTARY SCHOOL,820 Stone Avenue,Waldorf,MD,20602,E,2010-2011,10-11,38.6081746,-76.9102497,236,41,64,38
80501,DR. THOMAS L. HIGDON ELEMENTARY,12872 Rock Point Road,Newburg,MD,20664,E,2010-2011,10-11,38.3595146,-76.9405281,77,12,302,32
80616,EVA TURNER ELEMENTARY SCHOOL,1000 Bannister Circle,Waldorf,MD,20602,E,2010-2011,10-11,38.5951194,-76.9035827,226,18,46,48
81001,GALE-BAILEY ELEMENTARY SCHOOL,4740 Pisgah-Marbury Road,Marbury,MD,20658,E,2010-2011,10-11,38.5609531,-77.1505342,155,2,242,29
80705,GENERAL SMALLWOOD MIDDLE SCHOOL,4990 Indian Head Highway,Indian Head,MD,20640,M,2010-2011,10-11,38.6028131,-77.1341113,253,13,227,20
81002,HENRY E. LACKEY HIGH SCHOOL,3000 Chicamuxen Road,Indian Head,MD,20640,H,2010-2011,10-11,38.5794444,-77.1276389,757,36,435,64
80710,INDIAN HEAD ELEMENTARY SCHOOL,4200 Indian Head Highway,Indian Head,MD,20640,E,2010-2011,10-11,38.6005716,-77.1663546,228,21,115,32
80703,J. C. PARKS ELEMENTARY SCHOOL,3505 Livingston Road,Indian Head,MD,20640,E,2010-2011,10-11,38.6148405,-77.074977,359,34,169,72
80608,JOHN HANSON MIDDLE SCHOOL,3165 John Hanson Drive,Waldorf,MD,20601,M,2010-2011,10-11,38.6242651,-76.8882182,405,34,312,48
80606,J. P. RYON ELEMENTARY SCHOOL,12140 Vivian Adams Drive,Waldorf,MD,20601,E,2010-2011,10-11,38.6222194,-76.8892106,313,37,92,49
80106,LA PLATA SCHOOL,6035 Radio Station Road,La Plata,MD,20646,H,2010-2011,10-11,38.5462317,-76.9502506,259,53,1000,84
80902,MALCOLM ELEMENTARY SCHOOL,14760 Poplar Hill Road,Waldorf,MD,20601,E,2010-2011,10-11,38.6167858,-76.7974684,148,24,282,42
80626,MARY B. NEAL ELEMENTARY SCHOOL,12105 St. Georges Drive,Waldorf,MD,20602,E,2010-2011,10-11,38.584929,-76.9031422,504,46,133,94
80109,MARY MATULA ELEMENTARY SCHOOL,6025 Radio Station Road,La Plata,MD,20646,E,2010-2011,10-11,38.5483416,-76.9560313,178,36,222,54
80621,MATTAWOMAN MIDDLE SCHOOL,10145 Berry Road,Waldorf,MD,20603,M,2010-2011,10-11,38.64663,-76.96077,706,45,138,102
80701,MATTHEW HENSON MIDDLE SCHOOL,3535 Livingston Road,Indian Head,MD,20640,M,2010-2011,10-11,38.6140072,-77.0769214,325,24,182,39
80108,MAURICE J. MCDONOUGH HIGH SCHOOL,7165 Marshall Corner Road,Pomfret,MD,20675,H,2010-2011,10-11,38.5557,-77.035146,650,67,448,91
80104,MILTON M. SOMERS MIDDLE SCHOOL,300 Willow Lane,La Plata,MD,20646,M,2010-2011,10-11,38.523887,-76.972715,220,36,511,84
80302,MT HOPE/NANJEMOY ELEMENTARY SCHOOL,9275 Ironsides Road,Nanjemoy,MD,20662,E,2010-2011,10-11,38.4581783,-77.1805341,134,5,169,19
80623,NORTH POINT HIGH SCHOOL,2500 Davis Road,Waldorf,MD,20603,H,2010-2011,10-11,38.641421,-76.977075,1189,94,706,230
80503,PICCOWAXEN MIDDLE SCHOOL,12834 Rock Point Road,Newburg,MD,20664,M,2010-2011,10-11,38.3617928,-76.9413607,58,14,386,26
80708,ROBERT D. STETHEM EDUCATIONAL CENTER,7775 Marshall Corner Road,Pomfret,MD,20675,O,2010-2011,10-11,38.5703181,-77.0291001,55,0,16,4
80801,T. C. MARTIN ELEMENTARY SCHOOL,6315 Olivers Shop Road,Bryantown,MD,20617,E,2010-2011,10-11,38.5393903,-76.842783,109,20,376,35
80625,THEODORE G. DAVIS MIDDLE SCHOOL,2495 Davis Road,Waldorf,MD,20603,M,2010-2011,10-11,38.6439719,-76.9788876,695,61,251,129
80605,THOMAS STONE HIGH SCHOOL,3785 Leonardtown Road,Waldorf,MD,20601,H,2010-2011,10-11,38.6148411,-76.8869156,820,79,498,85
80105,WALTER J. MITCHELL ELEMENTARY,400 Willow Lane,La Plata,MD,20646,E,2010-2011,10-11,38.5194643,-76.9694544,95,19,466,50
80619,WESTLAKE HIGH SCHOOL,3300 Middletown Road,Waldorf,MD,20603,H,2010-2011,10-11,38.6237294,-76.9669182,1165,67,167,96
80624,WILLIAM A. DIGGS ELEMENTARY,2615 Davis Road,Waldorf,MD,20603,E,2010-2011,10-11,38.6356456,-76.9808578,618,75,240,122
80618,WILLIAM B. WADE ELEMENTARY SCHOOL,2300 Smallwood Drive West,Waldorf,MD,20603,E,2010-2011,10-11,38.6179674,-76.9467827,410,75,200,74
80612,ARTHUR MIDDLETON ELEMENTARY SCHOOL,1109 Copley Avenue,Waldorf,MD,20602,E,2011-2012,11-12,38.6025938,-76.921812,277,29,93,41
80613,BENJAMIN STODDERT MIDDLE SCHOOL,2040 St. Thomas Drive,Waldorf,MD,20602,M,2011-2012,11-12,38.6015661,-76.8975434,495,46,118,66
80622,BERRY ELEMENTARY SCHOOL,10155 Berry Road,Waldorf,MD,20603,E,2011-2012,11-12,38.647895,-76.9595649,512,45,102,105
80620,C. PAUL BARNHART ELEMENTARY SCHOOL,4800 Lancaster Circle,Waldorf,MD,20603,E,2011-2012,11-12,38.6244091,-76.9372322,405,71,58,57
80617,DANIEL OF ST. THOMAS JENIFER ELEMENTARY SCHOOL,2820 Jenifer School Lane,Waldorf,MD,20603,E,2011-2012,11-12,38.633889,-76.9276741,355,43,90,90
80611,DR. GUSTAVUS BROWN ELEMENTARY,421 University Drive,Waldorf,MD,20602,E,2011-2012,11-12,38.5947414,-76.9194692,260,30,74,52
80609,DR. JAMES CRAIK ELEMENTARY SCHOOL,7725 Marshall Corner Road,Pomfret,MD,20675,E,2011-2012,11-12,38.5690967,-77.0302076,96,26,339,57
80604,DR. SAMUEL A. MUDD ELEMENTARY SCHOOL,820 Stone Avenue,Waldorf,MD,20602,E,2011-2012,11-12,38.6081746,-76.9102497,257,46,58,49
80501,DR. THOMAS L. HIGDON ELEMENTARY,12872 Rock Point Road,Newburg,MD,20664,E,2011-2012,11-12,38.3595146,-76.9405281,63,13,313,32
80616,EVA TURNER ELEMENTARY SCHOOL,1000 Bannister Circle,Waldorf,MD,20602,E,2011-2012,11-12,38.5951194,-76.9035827,222,16,45,33
81001,GALE-BAILEY ELEMENTARY SCHOOL,4740 Pisgah-Marbury Road,Marbury,MD,20658,E,2011-2012,11-12,38.5609531,-77.1505342,163,0,219,40
80705,GENERAL SMALLWOOD MIDDLE SCHOOL,4990 Indian Head Highway,Indian Head,MD,20640,M,2011-2012,11-12,38.6028131,-77.1341113,228,7,216,20
81002,HENRY E. LACKEY HIGH SCHOOL,3000 Chicamuxen Road,Indian Head,MD,20640,H,2011-2012,11-12,38.5794444,-77.1276389,714,35,433,60
80710,INDIAN HEAD ELEMENTARY SCHOOL,4200 Indian Head Highway,Indian Head,MD,20640,E,2011-2012,11-12,38.6005716,-77.1663546,257,22,111,31
80703,J. C. PARKS ELEMENTARY SCHOOL,3505 Livingston Road,Indian Head,MD,20640,E,2011-2012,11-12,38.6148405,-77.074977,386,42,160,74
80608,JOHN HANSON MIDDLE SCHOOL,3165 John Hanson Drive,Waldorf,MD,20601,M,2011-2012,11-12,38.6242651,-76.8882182,418,38,286,60
80606,J. P. RYON ELEMENTARY SCHOOL,12140 Vivian Adams Drive,Waldorf,MD,20601,E,2011-2012,11-12,38.6222194,-76.8892106,305,44,79,46
80106,LA PLATA SCHOOL,6035 Radio Station Road,La Plata,MD,20646,H,2011-2012,11-12,38.5462317,-76.9502506,276,53,1011,103
80902,MALCOLM ELEMENTARY SCHOOL,14760 Poplar Hill Road,Waldorf,MD,20601,E,2011-2012,11-12,38.6167858,-76.7974684,155,19,265,41
80626,MARY B. NEAL ELEMENTARY SCHOOL,12105 St. Georges Drive,Waldorf,MD,20602,E,2011-2012,11-12,38.584929,-76.9031422,533,65,136,92
80109,MARY MATULA ELEMENTARY SCHOOL,6025 Radio Station Road,La Plata,MD,20646,E,2011-2012,11-12,38.5483416,-76.9560313,190,36,244,43
80621,MATTAWOMAN MIDDLE SCHOOL,10145 Berry Road,Waldorf,MD,20603,M,2011-2012,11-12,38.64663,-76.96077,710,45,109,95
80701,MATTHEW HENSON MIDDLE SCHOOL,3535 Livingston Road,Indian Head,MD,20640,M,2011-2012,11-12,38.6140072,-77.0769214,333,23,148,44
80108,MAURICE J. MCDONOUGH HIGH SCHOOL,7165 Marshall Corner Road,Pomfret,MD,20675,H,2011-2012,11-12,38.5557,-77.035146,646,65,434,81
80104,MILTON M. SOMERS MIDDLE SCHOOL,300 Willow Lane,La Plata,MD,20646,M,2011-2012,11-12,38.523887,-76.972715,228,35,505,83
80302,MT HOPE/NANJEMOY ELEMENTARY SCHOOL,9275 Ironsides Road,Nanjemoy,MD,20662,E,2011-2012,11-12,38.4581783,-77.1805341,129,4,183,22
80623,NORTH POINT HIGH SCHOOL,2500 Davis Road,Waldorf,MD,20603,H,2011-2012,11-12,38.641421,-76.977075,1222,102,652,234
80503,PICCOWAXEN MIDDLE SCHOOL,12834 Rock Point Road,Newburg,MD,20664,M,2011-2012,11-12,38.3617928,-76.9413607,51,16,360,26
80708,ROBERT D. STETHEM EDUCATIONAL CENTER,7775 Marshall Corner Road,Pomfret,MD,20675,O,2011-2012,11-12,38.5703181,-77.0291001,70,1,13,3
80801,T. C. MARTIN ELEMENTARY SCHOOL,6315 Olivers Shop Road,Bryantown,MD,20617,E,2011-2012,11-12,38.5393903,-76.842783,108,19,383,48
80625,THEODORE G. DAVIS MIDDLE SCHOOL,2495 Davis Road,Waldorf,MD,20603,M,2011-2012,11-12,38.6439719,-76.9788876,735,66,242,114
80605,THOMAS STONE HIGH SCHOOL,3785 Leonardtown Road,Waldorf,MD,20601,H,2011-2012,11-12,38.6148411,-76.8869156,790,83,460,77
80105,WALTER J. MITCHELL ELEMENTARY,400 Willow Lane,La Plata,MD,20646,E,2011-2012,11-12,38.5194643,-76.9694544,93,23,485,50
80619,WESTLAKE HIGH SCHOOL,3300 Middletown Road,Waldorf,MD,20603,H,2011-2012,11-12,38.6237294,-76.9669182,1206,72,169,127
80624,WILLIAM A. DIGGS ELEMENTARY,2615 Davis Road,Waldorf,MD,20603,E,2011-2012,11-12,38.6356456,-76.9808578,625,74,218,123
80618,WILLIAM B. WADE ELEMENTARY SCHOOL,2300 Smallwood Drive West,Waldorf,MD,20603,E,2011-2012,11-12,38.6179674,-76.9467827,404,74,204,99